,Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
12941,12942,Alls well that ends well,11.0,1.2.46,KING,"Exception bid him speak, and at this time"
12942,12943,Alls well that ends well,11.0,1.2.47,KING,His tongue obey'd his hand: who were below him
12943,12944,Alls well that ends well,11.0,1.2.48,KING,He used as creatures of another place
12944,12945,Alls well that ends well,11.0,1.2.49,KING,"And bow'd his eminent top to their low ranks,"
12945,12946,Alls well that ends well,11.0,1.2.50,KING,"Making them proud of his humility,"
12946,12947,Alls well that ends well,11.0,1.2.51,KING,In their poor praise he humbled. Such a man
12947,12948,Alls well that ends well,11.0,1.2.52,KING,"Might be a copy to these younger times,"
12948,12949,Alls well that ends well,11.0,1.2.53,KING,"Which, follow'd well, would demonstrate them now"
12949,12950,Alls well that ends well,11.0,1.2.54,KING,But goers backward.
12950,12951,Alls well that ends well,12.0,1.2.55,BERTRAM,"His good remembrance, sir,"
12951,12952,Alls well that ends well,12.0,1.2.56,BERTRAM,"Lies richer in your thoughts than on his tomb,"
12952,12953,Alls well that ends well,12.0,1.2.57,BERTRAM,So in approof lives not his epitaph
12953,12954,Alls well that ends well,12.0,1.2.58,BERTRAM,As in your royal speech.
12954,12955,Alls well that ends well,13.0,1.2.59,KING,Would I were with him! He would always say--
12955,12956,Alls well that ends well,13.0,1.2.60,KING,"Methinks I hear him now, his plausive words"
12956,12957,Alls well that ends well,13.0,1.2.61,KING,"He scatter'd not in ears, but grafted them,"
